Price_KRW,Visitors_Flat,Revenue_Flat,Revenue_Dual_B1,Revenue_Dual_B2,Visitor_Loss_Pct
25843.6873747495,1572489.161757568,40638918296.644485,51283568639.36505,26046912243.2543,65.24700506664438
25941.883767535073,1556113.9166998854,40368526356.07218,51269432026.295616,26032775630.184868,65.60890823415875
26040.080160320642,1539738.671642203,40094918435.50858,51255127275.57874,26018470879.46799,65.97081140167312
26138.276553106214,1523363.4265845194,39818094534.95368,51240654387.214424,26003997991.10367,66.33271456918753
26236.472945891786,1506988.181526836,39538054654.40749,51226013361.20265,25989356965.091904,66.69461773670193
26334.669338677355,1490612.9364691535,39254798793.87003,51211204197.54344,25974547801.432693,67.05652090421631
26432.865731462927,1474237.691411471,38968326953.341286,51196226896.236786,25959570500.126038,67.4184240717307
26531.0621242485,1457862.4463537876,38678639132.821236,51181081457.282684,25944425061.171936,67.7803272392451
26629.258517034068,1441487.201296105,38385735332.309906,51165767880.681145,25929111484.57039,68.14223040675948
26727.45490981964,1425111.9562384216,38089615551.807274,51150286166.43215,25913629770.3214,68.50413357427388
26825.651302605213,1408736.711180739,37790279791.31338,51134636314.53571,25897979918.424965,68.86603674178826
26923.847695390785,1392361.4661230557,37487728050.82816,51118818324.99184,25882161928.88108,69.22793990930266
27022.044088176353,1375986.2210653732,37181960330.351685,51102832197.80051,25866175801.68976,69.58984307681703
27120.240480961926,1359610.9760076897,36872976629.8839,51086677932.96174,25850021536.850986,69.95174624433143
27218.436873747498,1343235.7309500072,36560776949.42485,51070355530.475525,25833699134.364773,70.31364941184583
27316.633266533066,1326860.4858923247,36245361288.9745,51053864990.341866,25817208594.231113,70.6755525793602
27414.82965931864,1310485.2408346413,35926729648.53285,51037206312.56076,25800549916.45001,71.0374557468746
27513.02605210421,1294109.9957769578,35604882028.099915,51020379497.13221,25783723101.021458,71.399358914389
27611.22244488978,1277734.7507192753,35279818427.675705,51003384544.05621,25766728147.945465,71.76126208190338
27709.418837675352,1261359.5056615928,34951538847.26021,50986221453.33278,25749565057.222027,72.12316524941777
27807.615230460924,1244984.2606039094,34620043286.8534,50968890224.96189,25732233828.851143,72.48506841693217
27905.811623246496,1228609.015546226,34285331746.455307,50951390858.943565,25714734462.832813,72.84697158444656
28004.008016032065,1212233.7704885434,33947404226.065945,50933723355.277794,25697066959.167038,73.20887475196095
28102.204408817637,1195858.525430861,33606260725.6853,50915887713.96457,25679231317.85382,73.57077791947533
28200.40080160321,1179483.2803731775,33261901245.31334,50897883935.00391,25661227538.893158,73.93268108698973
28298.597194388778,1163108.035315495,32914325784.95011,50879712018.3958,25643055622.28505,74.29458425450412
28396.79358717435,1146732.7902578125,32563534344.5956,50861371964.14025,25624715568.029495,74.65648742201849
28494.989979959922,1130357.545200129,32209526924.24977,50842863772.23725,25606207376.1265,75.01839058953288
28593.18637274549,1113982.3001424465,31852303523.91268,50824187442.686806,25587531046.576054,75.38029375704727
