title,museum_id,stars,id,lang,sentiment,sentiment_label,dominant_topic
Vatican Museums,1002,5,368,en,1.0,positive,5
Vatican Museums,1002,5,369,en,0.0,neutral,1
Vatican Museums,1002,5,370,en,1.0,positive,4
Vatican Museums,1002,5,371,en,0.6,positive,4
Vatican Museums,1002,5,372,en,1.0,positive,3
Vatican Museums,1002,5,373,en,-0.6,negative,4
Vatican Museums,1002,5,374,en,1.0,positive,4
Vatican Museums,1002,5,375,en,1.0,positive,2
Vatican Museums,1002,5,376,en,1.0,positive,4
Vatican Museums,1002,5,377,en,1.0,positive,4
Vatican Museums,1002,5,378,en,-0.3333333333333333,negative,4
Vatican Museums,1002,5,379,en,0.5,positive,4
Vatican Museums,1002,5,380,en,0.3333333333333333,positive,4
Vatican Museums,1002,5,381,en,0.5,positive,4
Vatican Museums,1002,5,382,en,1.0,positive,4
Vatican Museums,1002,5,383,en,0.6666666666666666,positive,4
Vatican Museums,1002,5,384,en,1.0,positive,4
Vatican Museums,1002,5,385,en,1.0,positive,4
Vatican Museums,1002,5,386,en,0.5,positive,4
Vatican Museums,1002,5,387,en,1.0,positive,4
Vatican Museums,1002,5,388,en,0.5,positive,4
Vatican Museums,1002,5,389,en,1.0,positive,4
Vatican Museums,1002,5,390,en,1.0,positive,4
Vatican Museums,1002,5,391,en,-0.2,negative,4
Vatican Museums,1002,5,392,en,0.2,neutral,4
Vatican Museums,1002,5,393,en,1.0,positive,2
Vatican Museums,1002,5,394,en,0.25,positive,4
Vatican Museums,1002,5,395,en,1.0,positive,4
Vatican Museums,1002,5,396,en,1.0,positive,4
Vatican Museums,1002,5,397,en,0.0,neutral,4
Vatican Museums,1002,5,398,en,1.0,positive,4
Vatican Museums,1002,5,399,en,0.42857142857142855,positive,4
Vatican Museums,1002,5,400,en,1.0,positive,4
The British Museum,1003,1,401,en,1.0,positive,5
The British Museum,1003,2,402,en,1.0,positive,3
The British Museum,1003,2,403,en,0.0,neutral,5
The British Museum,1003,2,404,en,-1.0,negative,2
The British Museum,1003,3,405,en,0.5,positive,2
The British Museum,1003,3,406,en,0.5,positive,3
The British Museum,1003,3,407,en,0.5,positive,2
The British Museum,1003,4,408,en,1.0,positive,2
The British Museum,1003,4,409,en,0.6666666666666666,positive,4
The British Museum,1003,4,410,en,1.0,positive,4
The British Museum,1003,4,411,en,-1.0,negative,4
